59,59,59,46,66,59,57,62,67,78,67,27,62,41,42,77,53,36,67,44,64,46,40,50,68,28,26,43,41,55,29,51,56,71,32,63,68,55,40,65,30,42,42,58,65,49,29,78,47,54,57,31,61,55,67,73,63,76,56,22,
71,75,57,57,65,47,32,27,51,57,46,47,58,36,77,60,31,41,22,33,22,43,45,26,45,73,32,53,45,74,46,63,33,53,57,37,23,57,75,23,49,26,58,28,61,59,45,72,77,56,55,54,30,51,29,49,37,55,35,59,
42,50,40,58,53,41,53,62,73,23,25,41,54,22,72,67,37,55,71,67,77,73,40,34,27,39,66,60,45,49,57,65,47,70,70,26,35,36,33,57,46,60,31,72,42,48,66,59,30,29,52,42,75,73,53,70,74,66,51,66,
46,43,62,46,56,46,26,42,39,72,67,27,73,51,61,45,39,74,61,54,56,30,71,77,46,63,57,65,71,73,55,43,57,46,70,72,36,28,42,28,56,49,42,69,54,48,52,35,63,24,48,44,72,52,73,76,56,33,33,55,
41,51,77,32,45,29,50,68,54,52,49,39,27,43,70,31,76,47,54,43,25,38,75,55,53,72,77,41,37,55,54,66,74,42,69,37,55,69,63,65,48,40,72,26,38,43,25,40,33,51,25,55,32,26,44,54,63,54,42,63,
42,48,76,37,43,42,46,27,78,59,50,64,62,39,41,74,54,38,13,44,43,74,57,57,75,23,53,22,42,41,70,67,26,51,33,73,59,36,24,23,76,69,48,27,29,77,66,40,73,62,75,26,35,49,76,47,29,73,52,41,
64,43,48,53,22,24,48,48,49,69,75,39,73,45,44,69,3,11,21,10,27,28,33,58,31,45,64,59,73,29,73,25,33,49,34,48,57,73,74,67,37,61,61,63,49,40,23,69,71,57,74,74,73,41,73,25,36,67,33,30,
73,27,43,30,59,64,51,25,57,75,34,59,70,23,25,47,7,18,79,0,39,52,29,55,35,31,22,61,50,71,70,73,65,63,74,42,39,63,49,39,58,77,68,43,54,67,34,75,61,76,46,24,53,50,61,72,78,24,71,56,
49,39,76,30,64,70,49,69,64,53,54,61,68,26,56,66,22,1,16,78,70,59,60,48,43,75,71,55,62,42,47,29,30,71,54,43,67,36,73,67,57,47,59,22,38,48,37,55,61,50,70,53,36,34,43,69,61,69,50,42,
28,65,27,52,68,59,77,38,41,39,31,55,57,33,65,24,65,64,63,51,43,65,61,24,35,40,55,49,66,31,70,70,76,43,36,52,35,77,56,69,53,76,36,34,34,45,25,54,72,73,26,29,59,56,32,71,75,24,42,77,
69,76,76,73,39,73,35,48,61,62,73,28,26,54,22,45,35,78,59,75,63,67,75,33,41,66,27,66,47,35,34,53,58,35,34,26,57,61,39,23,62,43,34,37,56,24,64,53,50,57,36,45,57,32,25,69,66,60,71,25,
24,73,75,56,40,51,78,25,23,49,31,27,67,49,59,30,62,29,76,68,46,75,71,44,22,78,29,77,74,67,73,35,69,44,33,33,40,58,61,66,26,61,26,63,36,26,48,54,33,37,38,72,22,60,56,54,52,43,27,24,
30,54,55,37,31,36,37,41,30,37,26,60,27,28,52,55,36,67,33,28,23,22,53,65,34,56,54,45,23,69,51,55,72,47,54,77,39,75,49,56,52,68,43,27,61,53,74,39,68,47,60,59,50,65,43,54,74,69,70,48,
