0,37,88,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,
0,126,46,76,138,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,145,62,54,52,154,154,154,154,154,154,154,154,154,154,154,154,154,
0,0,126,46,77,76,154,154,140,141,142,154,133,154,154,141,136,78,77,80,138,79,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,94,55,152,148,46,119,138,154,154,154,154,154,154,154,154,154,154,
0,0,0,120,59,37,53,39,63,56,136,154,64,17,63,19,40,128,127,149,46,88,138,134,135,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,138,47,121,0,0,126,46,38,154,154,154,154,154,154,154,154,154,154,
0,0,0,0,0,126,149,149,148,46,17,19,47,152,152,152,118,0,0,0,120,69,148,69,46,27,138,154,154,154,154,154,154,154,154,154,154,154,154,138,116,115,40,129,0,0,0,0,26,27,154,154,154,154,154,154,154,154,154,154,
0,0,0,0,0,0,0,0,0,126,149,128,129,0,0,0,0,0,0,0,0,0,0,0,126,46,51,124,137,141,142,141,154,154,154,154,154,138,30,47,59,127,118,0,0,0,0,0,12,90,154,154,154,154,154,154,154,154,154,154,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,37,124,145,146,147,145,154,154,154,154,123,55,120,129,0,0,0,0,0,0,0,0,21,90,154,154,154,154,154,154,154,154,154,154,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,46,70,156,71,18,16,122,32,17,40,118,0,0,0,0,0,0,0,0,0,8,111,154,154,154,154,154,154,154,154,154,154,154,
0,0,0,0,0,0,0,0,12,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,157,157,149,128,46,19,55,60,121,0,0,0,0,0,0,0,0,12,73,107,154,154,154,154,154,154,154,154,154,154,154,154,
0,0,0,0,0,0,0,0,20,70,154,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,59,121,0,0,0,0,0,0,0,0,0,0,21,87,154,154,154,154,154,154,154,154,154,154,154,154,154,
13,0,0,0,0,0,0,0,26,27,154,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,107,93,154,154,154,154,154,154,154,154,154,154,154,154,154,
106,13,0,0,0,0,0,0,0,33,48,49,13,0,0,0,0,0,0,0,0,12,72,72,73,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,87,154,154,154,154,154,154,154,154,154,154,154,154,154,154,
101,25,0,0,0,0,0,0,0,21,154,154,111,4,3,3,73,6,72,6,5,83,154,154,154,84,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,107,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,
154,30,0,0,0,0,0,0,12,107,154,154,154,154,154,154,154,154,154,154,139,138,154,154,154,86,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,101,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,
111,29,0,0,0,0,0,0,36,154,154,154,154,154,154,154,110,154,130,147,35,51,39,133,135,134,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,82,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,
43,24,0,0,0,0,0,12,107,154,154,110,154,154,41,42,154,111,133,51,47,37,57,58,47,46,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,92,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,
24,0,0,0,0,0,0,36,154,154,106,112,154,154,30,42,137,15,57,58,55,120,59,152,129,120,129,0,0,0,0,0,0,12,3,5,72,72,13,0,0,0,28,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,
0,0,0,0,0,0,12,82,154,154,154,154,154,154,150,25,103,47,153,149,129,0,0,0,0,0,0,0,0,0,0,0,0,44,138,154,95,84,30,0,0,0,28,137,138,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,
0,0,0,0,0,0,21,154,154,109,154,112,140,141,30,47,153,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,88,89,91,154,11,0,0,0,44,154,144,96,154,154,154,154,154,154,154,154,154,154,154,154,154,154,
0,0,0,0,0,12,75,81,154,154,154,125,124,123,40,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,66,95,97,30,24,0,0,0,20,66,99,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,
0,0,0,0,0,36,107,154,154,154,141,43,24,149,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,140,30,55,0,0,0,0,0,10,138,154,140,138,139,154,154,154,154,154,154,154,154,154,154,154,
0,0,0,0,0,44,154,154,91,154,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,51,40,121,0,0,0,0,0,44,67,68,95,143,154,154,154,154,154,154,154,154,154,154,154,154,
0,0,0,0,0,21,154,154,97,154,85,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,60,129,0,0,0,0,0,0,117,60,46,61,102,102,154,154,154,98,116,100,154,154,154,154,154,
13,0,0,0,0,10,111,154,154,154,131,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,46,65,61,110,135,14,16,19,18,132,138,154,154,154,
106,13,0,0,0,50,114,154,112,107,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,37,1,39,24,127,59,59,128,37,88,154,154,154,
111,25,0,0,0,0,20,88,88,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,20,24,0,0,0,0,26,27,108,154,154,154,
154,30,31,0,0,0,0,126,153,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,42,151,154,154,
61,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,72,72,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,20,42,80,154,
43,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,105,111,154,154,154,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,154,154,
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,105,104,154,154,154,154,154,104,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,107,154,154,
0,0,0,0,0,0,12,6,4,7,0,0,0,0,0,2,4,5,3,6,4,5,4,3,4,5,3,6,4,96,111,154,154,154,154,154,154,154,96,104,73,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,154,154,154,
0,0,0,0,12,74,107,154,113,104,9,0,0,2,3,107,101,154,154,154,104,154,154,96,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,104,3,6,72,7,0,0,0,0,0,0,0,0,0,12,107,154,154,154,
0,0,0,26,27,151,154,154,154,154,154,5,72,107,154,154,154,154,154,110,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,96,104,5,4,4,5,74,6,72,74,3,107,154,154,154,154,
0,0,0,0,10,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
